epoch,accuracy,loss,val_accuracy,val_loss
0,0.3623028099536896,1.3341418504714966,0.4149855971336365,1.290753722190857
1,0.6327151656150818,1.0022187232971191,0.6455331444740295,0.9394490122795105
2,0.7982286214828491,0.5877141356468201,0.6772334575653076,0.7877550721168518
3,0.8544146418571472,0.41046658158302307,0.7002881765365601,0.7784533500671387
4,0.8867976665496826,0.32537752389907837,0.6858789920806885,0.7899660468101501
5,0.9108774065971375,0.2609722912311554,0.6829971075057983,0.8475698232650757
6,0.9305286407470703,0.21448373794555664,0.6772334575653076,0.8868217468261719
7,0.9454746842384338,0.18098928034305573,0.680115282535553,0.9584532380104065
